"";"p_val";"avg_logFC";"pct.1";"pct.2";"p_val_adj";"cluster";"gene"
"2200002D01Rik";1,13574356619664e-15;1,37155258954643;0,986;0,737;2,01549053257257e-11;"0";"2200002D01Rik"
"Gsta1";3,49534416900495e-15;2,58811522256121;0,932;0,263;6,20283776231619e-11;"0";"Gsta1"
"Maoa";1,9160716861062e-13;1,04135906514549;0,867;0,355;3,40026081416406e-09;"0";"Maoa"
"St3gal4";6,34950740353943e-13;1,30035612262802;0,831;0,128;1,12678358383211e-08;"0";"St3gal4"
"Rbp2";1,30217033467681e-12;2,64505936127319;0,818;0,221;2,31083147591746e-08;"0";"Rbp2"
"Ces2a";3,6132455424475e-12;1,35863127640407;0,803;0,171;6,41206553962734e-08;"0";"Ces2a"
"Ugdh";3,8766760873253e-12;1,03264484049281;0,966;0,658;6,87954938456748e-08;"0";"Ugdh"
"Gsta4";4,61413748748167e-12;1,47588776455973;0,959;0,647;8,18824838528496e-08;"0";"Gsta4"
"Cyp4f14";4,94896737769219e-12;1,09472372237622;0,794;0,19;8,78243750845255e-08;"0";"Cyp4f14"
"Cbr1";5,4668104241202e-12;1,11373534697648;0,98;0,774;9,70140177864371e-08;"0";"Cbr1"
"Ces2c";6,05930765876802e-12;1,06764070171201;0,754;0,131;1,07528473712497e-07;"0";"Ces2c"
"Akr1c19";2,17018306057342e-11;1,44372462958041;0,933;0,547;3,85120685929359e-07;"0";"Akr1c19"
"Cdkn2b";2,20101903792708e-11;0,8005274295395;0,687;0,103;3,90592838470539e-07;"0";"Cdkn2b"
"Ces2e";2,5604956426388e-11;1,00764710824528;0,861;0,293;4,54385556742681e-07;"0";"Ces2e"
"Fmo5";2,58688641085971e-11;0,780947437084599;0,676;0,135;4,59068862471164e-07;"0";"Fmo5"
"Aldh1a1";2,87524950854276e-11;1,03346047514434;0,677;0,104;5,10241777785997e-07;"0";"Aldh1a1"
"Cbr3";1,28716031336343e-10;1,21373274724712;0,834;0,315;2,28419469209474e-06;"0";"Cbr3"
"Gna11";1,67081401013688e-10;1,04501806350274;0,962;0,693;2,96502654238891e-06;"0";"Gna11"
"Arg2";3,13683856804162e-10;1,12843953106454;0,63;0,066;5,56663372284666e-06;"0";"Arg2"
"Chp2";4,57935581005576e-10;0,643063513352001;0,562;0,064;8,12652482052496e-06;"0";"Chp2"
"Gsta2";5,19578481525775e-10;1,07958370853905;0,622;0,077;9,2204397331564e-06;"0";"Gsta2"
"Fabp1";6,14812098344873e-10;3,45990277278781;0,916;0,619;1,09104554972281e-05;"0";"Fabp1"
"Tstd1";1,04282138533032e-09;0,6202908475086;0,871;0,611;1,85059083040718e-05;"0";"Tstd1"
"Smlr1";1,18175451856472e-09;0,679040079851404;0,619;0,097;2,09714156864496e-05;"0";"Smlr1"
"Gm3776";1,32141811194459e-09;1,89054684836344;0,745;0,089;2,34498858145686e-05;"0";"Gm3776"
"Coro2a";1,50681884822335e-09;0,550054700483037;0,689;0,228;2,67400072805716e-05;"0";"Coro2a"
"Cda";1,88804768968298e-09;1,1526215117842;0,93;0,607;3,35052943011141e-05;"0";"Cda"
"Serpinb6a";2,07248938860139e-09;0,891532209680694;0,976;0,74;3,67783966901203e-05;"0";"Serpinb6a"
"Dgat1";2,79342625358673e-09;0,795178885068625;0,815;0,395;4,95721422961501e-05;"0";"Dgat1"
"Khk";3,15410095182638e-09;0,938384203381098;0,919;0,654;5,59726754911109e-05;"0";"Khk"
"Tm6sf2";4,15469935984402e-09;0,859747021959656;0,736;0,17;7,37292948397921e-05;"0";"Tm6sf2"
"Anxa2";5,1657906446775e-09;0,963885458232235;0,967;0,68;9,16721207804469e-05;"0";"Anxa2"
"Gstm3";7,45166858001782e-09;1,24233829803638;0,772;0,347;0,000132237310620996;"0";"Gstm3"
"Mttp";7,87878200295765e-09;1,00858180188709;0,794;0,265;0,000139816865424486;"0";"Mttp"
"Sult1b1";8,45713115003851e-09;0,772629045500858;0,663;0,131;0,000150080249388583;"0";"Sult1b1"
"Cmbl";8,70487373456685e-09;0,582190554823788;0,812;0,432;0,000154476689293623;"0";"Cmbl"
"Cox7a1";1,27668925033526e-08;0,865517990378585;0,701;0,168;0,000226561274364495;"0";"Cox7a1"
"Cyp2d26";1,44081055179822e-08;0,660343228105585;0,579;0,101;0,000255686240522111;"0";"Cyp2d26"
"Bpnt1";2,01115989974005e-08;0,640694448449143;0,797;0,411;0,000356900435807869;"0";"Bpnt1"
"Acsl5";2,28407420290299e-08;0,797188449636279;0,756;0,396;0,000405331808047164;"0";"Acsl5"
"Sis";2,71467951713112e-08;1,27382470395473;0,691;0,083;0,000481747027110089;"0";"Sis"
"Mpp1";3,10251250893648e-08;0,613371507865944;0,58;0,117;0,000550571869835868;"0";"Mpp1"
"Creb3l3";3,95114343774353e-08;0,774948668497025;0,481;0,014;0,000701169914461968;"0";"Creb3l3"
"Hsd17b13";4,01064776678132e-08;0,749450943179838;0,845;0,499;0,000711729552693014;"0";"Hsd17b13"
"Mgat4a";4,60345259457636e-08;0,326613877598834;0,581;0,299;0,000816928697433521;"0";"Mgat4a"
"Il18";4,66717724288612e-08;0,649222545371013;0,487;0,038;0,00082823727352257;"0";"Il18"
"Akr1c13";5,31937574829702e-08;0,66968727387142;0,93;0,69;0,000943976420292789;"0";"Akr1c13"
"Cyp2j6";5,56667606382627e-08;0,773450969455152;0,717;0,335;0,00098786233428661;"0";"Cyp2j6"
"Serpinb1a";6,09233851927817e-08;0,635726229702314;0,934;0,684;0,0010811463936311;"0";"Serpinb1a"
"Cyp3a13";6,87613837097951e-08;0,771783696169549;0,553;0,061;0,00122023951531402;"0";"Cyp3a13"
"Akr1b8";8,9731888204324e-08;0,781966472650612;0,695;0,258;0,00159238208807393;"0";"Akr1b8"
"Ces1f";9,85100005967965e-08;0,769644597401617;0,665;0,076;0,00174815847059075;"0";"Ces1f"
"Aldob";1,00349316214005e-07;1,53204022160493;0,931;0,649;0,00178079896553373;"0";"Aldob"
"Smim24";1,11551525886541e-07;0,879438887461775;0,947;0,695;0,00197959337838256;"0";"Smim24"
"Tkfc";1,13990061316587e-07;0,820262610490382;0,782;0,4;0,00202286762812415;"0";"Tkfc"
"Rgn";1,26368518197802e-07;0,67062119888529;0,706;0,299;0,00224253572393819;"0";"Rgn"
"Sult1d1";1,45384476344008e-07;0,737337428887531;0,762;0,256;0,00257999291720077;"0";"Sult1d1"
"Htatip2";1,60705184044128e-07;0,401567704965917;0,715;0,413;0,00285187419604709;"0";"Htatip2"
"Clec2h";1,65661406209204e-07;0,748611874466857;0,45;0,024;0,00293982731458853;"0";"Clec2h"
"Mgst2";1,86861992573906e-07;1,11798594777283;0,943;0,698;0,00331605292021654;"0";"Mgst2"
"Anxa13";2,03501151381675e-07;0,861334402140331;0,878;0,483;0,0036113314324192;"0";"Anxa13"
"Mogat2";2,54981512685414e-07;0,48666239664133;0,498;0,078;0,00452490192411536;"0";"Mogat2"
"Adh1";2,7396387211395e-07;1,17777111775153;0,692;0,153;0,00486176287453416;"0";"Adh1"
"Areg";4,81904366347142e-07;0,9675728774232;0,577;0,187;0,00855187488519638;"0";"Areg"
"Agpat2";5,73765677566789e-07;0,505397239358623;0,692;0,313;0,0101820457141002;"0";"Agpat2"
"Gsta3";6,786488688581e-07;0,782296798572557;0,895;0,512;0,0120433028267558;"0";"Gsta3"
"Abcc2";7,20740831895924e-07;0,860309420988397;0,743;0,215;0,0127902668028251;"0";"Abcc2"
"Cdc42ep5";8,62054083127629e-07;0,435886208294316;0,868;0,596;0,0152980117591829;"0";"Cdc42ep5"
"Spink1";9,13198064149641e-07;1,19841485713968;0,479;0,036;0,0162056128463995;"0";"Spink1"
"Tmem37";9,1997461239486e-07;0,419953311644322;0,487;0,145;0,0163258694715592;"0";"Tmem37"
"Scd1";9,88803818659128e-07;0,944388700363133;0,694;0,397;0,0175473125659249;"0";"Scd1"
"Cideb";1,3324712032056e-06;0,460758567132419;0,546;0,122;0,0236460339720865;"0";"Cideb"
"2010106E10Rik";1,35779860333712e-06;0,471433161905807;0,359;0,004;0,0240954940148205;"0";"2010106E10Rik"
"Dhrs11";1,66228941541889e-06;0,409511535411364;0,506;0,106;0,0294989879660237;"0";"Dhrs11"
"Gm9926";1,69232987884993e-06;0,332862163318274;0,545;0,23;0,0300320860300708;"0";"Gm9926"
"Idh1";1,69475139358912e-06;0,72888454401064;0,903;0,582;0,0300750582306325;"0";"Idh1"
"Ms4a10";1,77068887191074e-06;0,841441169293247;0,828;0,404;0,0314226447209281;"0";"Ms4a10"
"Krt20";1,80565508426054e-06;0,50532325048349;0,44;0,043;0,0320431551252876;"0";"Krt20"
"Cyp2c66";1,90875287811898e-06;0,43348281284644;0,389;0,023;0,0338727285750994;"0";"Cyp2c66"
"Acadvl";2,07719716952844e-06;0,330437548089305;0,737;0,483;0,0368619409704518;"0";"Acadvl"
"Alpi";2,18024031768499e-06;0,53996524752775;0,42;0,031;0,0386905446776378;"0";"Alpi"
"Cyb5b";2,34051339442595e-06;0,5309555699919;0,872;0,634;0,0415347506974828;"0";"Cyb5b"
"Acadl";2,45178412654527e-06;0,599010431206272;0,863;0,606;0,0435093611096724;"0";"Acadl"
"Gm3336";2,45994966649272e-06;0,472257727782592;0,651;0,255;0,0436542667815798;"0";"Gm3336"
"Clca4b";2,95834668396038e-06;0,512266152307729;0,623;0,356;0,0524988202535609;"0";"Clca4b"
"Aadac";3,05616023347301e-06;0,754360076884032;0,765;0,359;0,0542346195032121;"0";"Aadac"
"Dpep1";3,7804689018465e-06;0,64246913808628;0,451;0,024;0,067088201132168;"0";"Dpep1"
"Slc25a24";5,37063748329491e-06;0,249231997114306;0,382;0,122;0,0953073327785514;"0";"Slc25a24"
"Aqp11";5,49809211646291e-06;0,291428592128096;0,563;0,286;0,0975691426987509;"0";"Aqp11"
"Erich4";5,91245252284918e-06;0,380848362188161;0,412;0,048;0,104922382470481;"0";"Erich4"
"Ugt2b34";7,05754010997441e-06;0,531183221663299;0,741;0,368;0,125243106791606;"0";"Ugt2b34"
"Reg3a";7,75182569435383e-06;0,944812565585658;0,322;0,006;0,137563898772003;"0";"Reg3a"
"Rdh7";7,75182569435383e-06;0,412555261309051;0,37;0,053;0,137563898772003;"0";"Rdh7"
"Ace2";7,75182569435383e-06;0,362080795392067;0,302;0,01;0,137563898772003;"0";"Ace2"
"Rhoc";8,41778006949046e-06;0,58529248019709;0,558;0,11;0,149381925113178;"0";"Rhoc"
"Slc51a";9,82696926263813e-06;0,438966561200572;0,374;0,022;0,174389396534776;"0";"Slc51a"
"Prpsap1";1,05445728425632e-05;0,589311284239943;0,825;0,515;0,187123989664127;"0";"Prpsap1"
"S100g";1,1763937966481e-05;1,04897988653896;0,774;0,476;0,208762843153172;"0";"S100g"
"Gm21885";1,26715758310682e-05;0,46280711395823;0,432;0,016;0,224869784698136;"0";"Gm21885"
"Mal2";1,32378046395182e-05;0,299391267565331;0,61;0,334;0,234918081132889;"0";"Mal2"
"Apoa1";1,35785898587732e-05;2,04019119449623;0,504;0,09;0,240965655633788;"0";"Apoa1"
"Fahd1";1,36475861990684e-05;0,603240830426603;0,793;0,449;0,242190064688667;"0";"Fahd1"
"Cds1";1,40790511090821e-05;0,342251049276824;0,627;0,327;0,249846840981771;"0";"Cds1"
"Slc26a6";1,59404479567909e-05;0,289059053719402;0,31;0,012;0,282879189441211;"0";"Slc26a6"
"Ugt2b5";1,82628780899727e-05;0,51263347712294;0,394;0,023;0,324093034584656;"0";"Ugt2b5"
"Eps8l3";1,93085899610777e-05;0,395863086418624;0,793;0,541;0,342650237449285;"0";"Eps8l3"
"Twf1";1,97339977683503e-05;0,290195349662952;0,794;0,592;0,350199524397144;"0";"Twf1"
"Cndp2";2,10415113093627e-05;0,617921908343266;0,571;0,201;0,373402659695951;"0";"Cndp2"
"Slc26a3";2,17150822477786e-05;0,330821022609582;0,44;0,111;0,385355849569079;"0";"Slc26a3"
"Enpep";2,70847751144933e-05;0,491810221497861;0,459;0,03;0,480646419181797;"0";"Enpep"
"Exoc3l4";2,95904229373103e-05;0,908143359396841;0,814;0,34;0,525111645445508;"0";"Exoc3l4"
"Hkdc1";2,97661555205521e-05;0,391877594665241;0,413;0,049;0,528230195867718;"0";"Hkdc1"
"Apob";2,99803184899919e-05;0,592831771639451;0,595;0,245;0,532030731923396;"0";"Apob"
"Gstp2";3,03221738017791e-05;0,591419614334719;0,71;0,317;0,538097296286371;"0";"Gstp2"
"Scin";3,23872985920376e-05;0,248824643056544;0,242;0,024;0,574745000814299;"0";"Scin"
"Gm10639";3,35838863366976e-05;0,344984164592499;0,3;0,011;0,595979646931035;"0";"Gm10639"
"Acbd4";3,4376649593276e-05;0,316625955520644;0,447;0,151;0,610048023682277;"0";"Acbd4"
"Cyb5r3";3,69641049840099e-05;0,577193538514945;0,755;0,488;0,65596500704624;"0";"Cyb5r3"
"Slc39a5";3,69683125163937e-05;0,425268222731251;0,743;0,42;0,656039673915923;"0";"Slc39a5"
"Ankrd9";3,80999586219937e-05;0,441038551518449;0,562;0,204;0,676121865705899;"0";"Ankrd9"
"Abcg8";3,85104306463633e-05;0,361241009604058;0,435;0,091;0,683406102250363;"0";"Abcg8"
"Sdcbp2";3,91816627549504e-05;0,359281920482918;0,601;0,227;0,69531778724935;"0";"Sdcbp2"
"Lgals3";4,04519798032484e-05;0,890809230104686;0,653;0,221;0,717860833588447;"0";"Lgals3"
"Acadm";4,08432390479402e-05;0,327661217021315;0,823;0,619;0,724804120144747;"0";"Acadm"
"Cdkn1a";4,12481707733877e-05;0,659191241958266;0,876;0,481;0,731990038544539;"0";"Cdkn1a"
"Efnb2";4,65339017013902e-05;0,209070286314113;0,27;0,052;0,82579061959287;"0";"Efnb2"
"H2-Q10";4,73477746009973e-05;0,423390295701132;0,851;0,624;0,840233608069298;"0";"H2-Q10"
"Slc5a1";4,7532280764894e-05;0,723496232296448;0,65;0,29;0,843507854453809;"0";"Slc5a1"
"Clec2e";5,24722496855931e-05;0,353853856201618;0,376;0,049;0,931172542920536;"0";"Clec2e"
"Hnf4g";6,18597385251197e-05;0,529631970644971;0,658;0,262;1;"0";"Hnf4g"
"Apoa4";6,20959781103211e-05;1,0288223103951;0,479;0,069;1;"0";"Apoa4"
"Ephx2";6,39149727507505e-05;0,259962512459825;0,312;0,078;1;"0";"Ephx2"
"Adh4";6,5047562222275e-05;0,295556272061377;0,234;0,008;1;"0";"Adh4"
"Gstm4";6,65689942521977e-05;0,450420188689673;0,419;0,096;1;"0";"Gstm4"
"Gstp3";6,70387872185574e-05;0,320437107230797;0,576;0,303;1;"0";"Gstp3"
"Cdh17";7,19961293296502e-05;0,354057734660158;0,801;0,546;1;"0";"Cdh17"
"Ugt2b36";7,92465074542503e-05;0,374353396018636;0,391;0,073;1;"0";"Ugt2b36"
"Apoc3";8,05605261585199e-05;0,828432885574124;0,457;0,059;1;"0";"Apoc3"
"Pla2g12b";8,10465742141483e-05;0,416535298594556;0,522;0,118;1;"0";"Pla2g12b"
"Pex16";9,51857268114157e-05;0,315362857991534;0,599;0,323;1;"0";"Pex16"
"Mvp";9,65025544341032e-05;0,31984758070055;0,511;0,196;1;"0";"Mvp"
"Reg3g";9,83137486582316e-05;0,576035146250186;0,32;0,105;1;"0";"Reg3g"
"Myo1d";0,000102935661702355;0,241736035232059;0,568;0,358;1;"0";"Myo1d"
"Gng12";0,000116072073242479;0,403424948061654;0,829;0,579;1;"0";"Gng12"
"Bche";0,000128567989375436;0,33401574859541;0,385;0,078;1;"0";"Bche"
"Papss2";0,000129208146895081;0,279181477648914;0,258;0,031;1;"0";"Papss2"
"Cyp2c68";0,000136547571357632;0,426222253690722;0,497;0,126;1;"0";"Cyp2c68"
"Stap2";0,000151801916705483;0,317747286664563;0,538;0,229;1;"0";"Stap2"
"Hsd17b11";0,000166802333798071;0,260051895122602;0,437;0,194;1;"0";"Hsd17b11"
"Lpcat3";0,000171757894251235;0,504349317676647;0,887;0,653;1;"0";"Lpcat3"
"Leap2";0,000183173248627145;0,751882548906902;0,392;0,044;1;"0";"Leap2"
"Amn";0,000192210163011783;0,370519207443273;0,65;0,392;1;"0";"Amn"
"Sec23a";0,000198769411349591;0,243922256340249;0,35;0,1;1;"0";"Sec23a"
"Tmem54";0,000201993775161606;0,302019162787024;0,833;0,632;1;"0";"Tmem54"
"Maob";0,000212795220764791;0,271783234376058;0,371;0,086;1;"0";"Maob"
"Cyp4f16";0,000223488623100976;0,448634975389761;0,433;0,113;1;"0";"Cyp4f16"
"Nat8";0,000224345478811373;0,47087254289537;0,394;0,014;1;"0";"Nat8"
"Neat1";0,000226630856019547;0,219912750779625;0,668;0,431;1;"0";"Neat1"
"Me1";0,000233572914113653;0,567163307932216;0,579;0,161;1;"0";"Me1"
"Ms4a18";0,000233776761409459;0,216747580372645;0,244;0,029;1;"0";"Ms4a18"
"Gch1";0,000237275293278427;0,212574396534915;0,455;0,197;1;"0";"Gch1"
"Bcl2l15";0,000245990355663484;0,776640282711367;0,705;0,225;1;"0";"Bcl2l15"
"Fam234a";0,000250684975289946;0,218532442710454;0,467;0,232;1;"0";"Fam234a"
"Slc7a9";0,000260989621943707;0,297045649696945;0,338;0,037;1;"0";"Slc7a9"
"Gramd3";0,000265359881104757;0,300141932106802;0,432;0,155;1;"0";"Gramd3"
"Acot13";0,000302854268515978;0,452653060119563;0,888;0,682;1;"0";"Acot13"
"2610528A11Rik";0,000351195542337905;0,674294433963518;0,659;0,375;1;"0";"2610528A11Rik"
"Igsf23";0,000377951078813897;0,309956925640431;0,542;0,273;1;"0";"Igsf23"
"Pank3";0,000385969890612016;0,337432421180048;0,583;0,277;1;"0";"Pank3"
"Prxl2b";0,000411189395999302;0,602514907165624;0,877;0,591;1;"0";"Prxl2b"
"Guca2b";0,000421962123198854;0,927738514837348;0,514;0,144;1;"0";"Guca2b"
"Gpd1";0,000450290348934385;0,437751516997178;0,559;0,193;1;"0";"Gpd1"
"Ndrg1";0,000454046958525795;0,703814501294515;0,785;0,399;1;"0";"Ndrg1"
"Pgm1";0,000494184733798885;0,30244420774179;0,605;0,354;1;"0";"Pgm1"
"Ggt1";0,000494324738147379;0,509471157370877;0,296;0,005;1;"0";"Ggt1"
"Efna1";0,000523979256385629;0,224930202664675;0,426;0,218;1;"0";"Efna1"
"Ogdh";0,000535705660027713;0,210815956163068;0,584;0,377;1;"0";"Ogdh"
"Gss";0,000541788223616284;0,311447621324574;0,779;0,529;1;"0";"Gss"
"Vti1b";0,00056230999912325;0,268603227473797;0,714;0,482;1;"0";"Vti1b"
"Clic5";0,000582708201000446;0,238140713703271;0,276;0,033;1;"0";"Clic5"
"Itpk1";0,000724193194856365;0,315903845798241;0,47;0,184;1;"0";"Itpk1"
"Ano6";0,000754884355293734;0,244356815916045;0,445;0,21;1;"0";"Ano6"
"Mall";0,000842389489415842;0,353769658026996;0,417;0,069;1;"0";"Mall"
"Misp";0,000846533574859156;0,2977114276327;0,63;0,376;1;"0";"Misp"
"Metrnl";0,000853961367997853;0,242803711201029;0,465;0,213;1;"0";"Metrnl"
"Cth";0,000924026988592693;0,60996509405909;0,864;0,54;1;"0";"Cth"
"Chd9";0,000924033282565779;0,200067217728244;0,509;0,295;1;"0";"Chd9"
"Apoc2";0,000957164379195256;0,681767581750341;0,32;0,091;1;"0";"Apoc2"
"Sat1";0,000973822856277461;0,531172941768294;0,734;0,396;1;"0";"Sat1"
"Vmp1";0,000977970728708934;0,536006508198768;0,845;0,582;1;"0";"Vmp1"
"Slc3a1";0,00105210493636325;0,200611564827045;0,273;0,067;1;"0";"Slc3a1"
"Sc5d";0,00105282916542957;0,366381980254953;0,659;0,379;1;"0";"Sc5d"
"Selenbp1";0,00111434973992975;0,604563178258896;0,816;0,535;1;"0";"Selenbp1"
"Tmem253";0,00111867079842466;0,317266403877544;0,419;0,098;1;"0";"Tmem253"
"Ephx1";0,00111914154344375;0,328474246827104;0,44;0,181;1;"0";"Ephx1"
"Hdhd3";0,00114108159749274;0,413705091044356;0,623;0,269;1;"0";"Hdhd3"
"Acp5";0,00117116832518186;0,459785917253366;0,685;0,318;1;"0";"Acp5"
"Abcg2";0,00118337766197386;0,239526256062702;0,539;0,316;1;"0";"Abcg2"
"Adh6a";0,00127561057962522;0,7825309182782;0,347;0,02;1;"0";"Adh6a"
"Sult2b1";0,00135340313229999;0,367730172538387;0,449;0,138;1;"0";"Sult2b1"
"1700016C15Rik";0,00141804714058482;0,247844329914139;0,234;0,02;1;"0";"1700016C15Rik"
"Cited2";0,00143564055487033;0,287460955154059;0,752;0,51;1;"0";"Cited2"
"Abcg5";0,00147605080169233;0,400969018663831;0,436;0,077;1;"0";"Abcg5"
"Cyp2c65";0,00149999407019715;0,262016388904268;0,352;0,093;1;"0";"Cyp2c65"
"Abcb1a";0,00150784249822091;0,313481135721974;0,56;0,288;1;"0";"Abcb1a"
"Cyp2c55";0,00153321082005727;0,298260508872696;0,279;0,032;1;"0";"Cyp2c55"
"Pcyt2";0,00154459262956438;0,361792188037802;0,729;0,503;1;"0";"Pcyt2"
"Ddc";0,00155026332657866;0,349131399427779;0,648;0,346;1;"0";"Ddc"
"Acaa1b";0,00157954024682505;0,442431480873151;0,305;0,03;1;"0";"Acaa1b"
"Ndfip2";0,00158105611346018;0,389332336983116;0,834;0,605;1;"0";"Ndfip2"
"Slc51b";0,00199990502261238;0,284998457644731;0,254;0,017;1;"0";"Slc51b"
"Rab4a";0,00202868071789407;0,238778404063309;0,572;0,328;1;"0";"Rab4a"
"Slc35b1";0,00223317854291427;0,327230842658127;0,653;0,366;1;"0";"Slc35b1"
"Galm";0,00230804904509434;0,235734146651565;0,497;0,278;1;"0";"Galm"
"Mep1b";0,00237188312039185;0,349905731726772;0,298;0,016;1;"0";"Mep1b"
"Cst6";0,0024561692421024;0,320472340106018;0,34;0,051;1;"0";"Cst6"
"Spint1";0,00263819019002409;0,240795492745064;0,654;0,425;1;"0";"Spint1"
"Sprr2a3";0,00268876570020571;1,08936487228783;0,594;0,33;1;"0";"Sprr2a3"
"Pfkp";0,00270237329474289;0,467175558400929;0,743;0,409;1;"0";"Pfkp"
"Myh14";0,00279791697618094;0,281192420339967;0,506;0,262;1;"0";"Myh14"
"AA467197";0,00297569594611026;0,76390762585089;0,619;0,247;1;"0";"AA467197"
"Por";0,00314819634549575;0,524570434775216;0,722;0,36;1;"0";"Por"
"Ugp2";0,00325999587382812;0,345853124508829;0,616;0,348;1;"0";"Ugp2"
"Nr1i3";0,00391052966663312;0,315928827053719;0,373;0,054;1;"0";"Nr1i3"
"Hagh";0,0039492681759112;0,38696136785855;0,688;0,426;1;"0";"Hagh"
"Pklr";0,00395733567227337;0,310523333974589;0,395;0,119;1;"0";"Pklr"
"Sqor";0,0040059917371423;0,413416829094473;0,726;0,411;1;"0";"Sqor"
"Il17rc";0,00408552820249032;0,216374778102355;0,351;0,127;1;"0";"Il17rc"
"Gstm6";0,00411085115815924;0,271676748241461;0,362;0,106;1;"0";"Gstm6"
"Arl4a";0,00433583203239055;0,339326240305965;0,678;0,42;1;"0";"Arl4a"
"Plscr1";0,00436872236322111;0,277299592878483;0,487;0,253;1;"0";"Plscr1"
"Bad";0,00443537487761531;0,240152788049777;0,598;0,372;1;"0";"Bad"
"Entpd5";0,0045768442927569;0,22868226473026;0,393;0,147;1;"0";"Entpd5"
"Pbld2";0,00501509188994793;0,36724930079623;0,491;0,166;1;"0";"Pbld2"
"Egln3";0,00501573121969698;0,456101896643258;0,56;0,21;1;"0";"Egln3"
"Chpt1";0,00644116297488016;0,282875480410285;0,717;0,507;1;"0";"Chpt1"
"Srxn1";0,00690792484233785;0,250207824095155;0,352;0,119;1;"0";"Srxn1"
"Pgd";0,00727922836627431;0,424387668199899;0,894;0,654;1;"0";"Pgd"
"Slc9a3r1";0,00733608743994484;0,2773360948719;0,626;0,424;1;"0";"Slc9a3r1"
"4931406C07Rik";0,00759068956497359;0,260516783476995;0,552;0,307;1;"0";"4931406C07Rik"
"Adipor2";0,00777719987660947;0,359429377998723;0,627;0,337;1;"0";"Adipor2"
"Trim31";0,00795389099085808;0,347854190845011;0,514;0,177;1;"0";"Trim31"
"Mlx";0,00807473434950872;0,259512684495811;0,586;0,345;1;"0";"Mlx"
"Myo5b";0,00808060976749558;0,37293560149087;0,514;0,207;1;"0";"Myo5b"
"Plin2";0,00843894149362288;0,368061127714104;0,637;0,381;1;"0";"Plin2"
"Nr1h4";0,00867641219463207;0,224047146253892;0,332;0,088;1;"0";"Nr1h4"
"Glod5";0,00873916470253349;0,441221601758582;0,741;0,415;1;"0";"Glod5"
"Prxl2a";0,00938956331877384;0,430682323223306;0,412;0,203;1;"0";"Prxl2a"
"Pcsk5";0,00968543706065868;0,361423236525156;0,524;0,218;1;"0";"Pcsk5"
"Gfpt1";0,00989096480790558;0,389584449104907;0,708;0,414;1;"0";"Gfpt1"
"Ube2c";7,22437603770967e-18;1,8607659278709;0,999;0,416;1,28203777165196e-13;"1";"Ube2c"
"Cenpf";1,11634882634205e-17;1,36696621386306;0,983;0,155;1,9810726272266e-13;"1";"Cenpf"
"Nusap1";2,07760674689781e-17;1,06519154942835;0,95;0,109;3,68692093304485e-13;"1";"Nusap1"
"Hmgb2";5,71502524639733e-16;1,29289549023982;1;0,785;1,01418838022567e-11;"1";"Hmgb2"
"Cenpa";7,69717752602606e-16;1,14112368418899;0,978;0,255;1,36594112376858e-11;"1";"Cenpa"
"Birc5";7,78175838684374e-16;1,25660281427625;0,997;0,367;1,38095084332929e-11;"1";"Birc5"
"Ube2s";1,55303753297931e-15;0,963140937809463;0,999;0,714;2,75602040602508e-11;"1";"Ube2s"
"Hmmr";2,62335904409406e-15;0,854024839502709;0,881;0,093;4,65541295964932e-11;"1";"Hmmr"
"Cdca3";5,54114453027704e-15;0,883349553590698;0,977;0,338;9,83331508342964e-11;"1";"Cdca3"
"Aurka";5,61603686940495e-15;0,619655448301222;0,78;0,083;9,96621902844603e-11;"1";"Aurka"
"Arl6ip1";6,61060789709505e-15;1,11458341718028;0,991;0,7;1,17311847741849e-10;"1";"Arl6ip1"
"Cks2";1,26370805807912e-14;1,0535528420183;0,996;0,545;2,24257631986721e-10;"1";"Cks2"
"Cdc20";2,67732797412824e-14;0,79620502448399;0,873;0,144;4,75118622288798e-10;"1";"Cdc20"
"Cdca8";5,65757467185022e-14;1,01260394344327;0,985;0,313;1,00399320126654e-09;"1";"Cdca8"
"Cdk1";4,35807930655077e-13;1,04631500577429;0,973;0,281;7,73384753740499e-09;"1";"Cdk1"
"Prc1";9,39928778330785e-13;1,03456458440217;0,947;0,149;1,66799761002581e-08;"1";"Prc1"
"H2afx";1,15189314962014e-12;1,25573386266933;0,983;0,385;2,0441495833159e-08;"1";"H2afx"
"Tpx2";1,60802594742135e-12;0,782427989683438;0,883;0,125;2,85360284629394e-08;"1";"Tpx2"
"Top2a";1,66932175281015e-12;1,16486613093982;0,986;0,277;2,9623783825369e-08;"1";"Top2a"
"Tuba1b";1,8865703141654e-12;0,864821604714411;0,996;0,622;3,34790767951792e-08;"1";"Tuba1b"
"Kpna2";1,94865518223286e-12;0,617454884247142;0,803;0,162;3,45808348639043e-08;"1";"Kpna2"
"Cdkn3";2,11229417051244e-12;0,596728671358728;0,774;0,155;3,74847723499138e-08;"1";"Cdkn3"
"Racgap1";2,22136023478169e-12;0,513264528760615;0,723;0,104;3,94202587264359e-08;"1";"Racgap1"
"Ccnb1";2,3547760160033e-12;0,755407818086018;0,862;0,13;4,17878551799946e-08;"1";"Ccnb1"
"Aurkb";4,8793520456793e-12;0,704353559929396;0,849;0,133;8,65889814026248e-08;"1";"Aurkb"
"Ccna2";5,20855190740579e-12;0,739074354513502;0,907;0,203;9,24309621488231e-08;"1";"Ccna2"
